Data,Ticker,Płynność bieżąca,Udział zysku netto w przepływach operacyjnych,ROE,Marża zysku operacyjnego,Cena / Wartość księgowa,Cena / Zysk,Zadłużenie ogólne
2012-12-31,MTL,0.79,4.35,1.11,2.91,1.11,99.66,0.7
2013-03-31,MTL,0.73,-72.72,-38.84,-2.31,1.46,,0.76
2013-06-30,MTL,0.37,-562.62,190.87,-20.65,,,1.31
2013-09-30,MTL,0.82,-488.14,-150.04,-25.77,1.26,,0.57
2013-12-31,MTL,0.86,-1400.14,-221.41,-31.96,5.48,,0.69
2014-03-31,MTL,1.01,220.13,-0.43,2.95,0.08,,0.45
2014-06-30,MTL,0.92,153.20,4.88,25.12,1.43,29.3,0.44
2014-09-30,MTL,0.84,108.53,5.23,21.96,1.42,27.17,0.43
2014-12-31,MTL,0.43,55.98,6.94,25.32,1.4,20.18,0.41
2015-03-31,MTL,0.39,36.13,5.85,26.69,1.43,24.46,0.4
2015-06-30,MTL,0.45,29.82,3.70,34.82,0.28,7.67,0.39
2015-09-30,MTL,0.2,28.19,3.19,39.64,0.28,8.88,0.38
2015-12-31,MTL,0.17,-322.61,-16.81,-95.56,0.34,,0.41
2016-03-31,MTL,0.13,-903.67,-16.92,-137.14,0.34,,0.42
2016-06-30,MTL,0.23,-419.97,-19.00,-267.70,0.34,,0.43
2016-09-30,MTL,0.24,-377.20,-21.01,-283.39,0.35,,0.43
2016-12-31,MTL,0.17,-393.42,-29.96,-368.04,0.44,,0.52
2017-03-31,MTL,0.15,-469.96,-78.92,-457.88,1.1,,0.73
2017-06-30,MTL,0.14,-519.16,-71.70,-383.56,1.02,,0.7
2017-09-30,MTL,0.15,-760.94,-72.67,-322.58,1.05,,0.71
2017-12-31,MTL,0.11,-150.58,-19.71,-34.50,1.17,,0.74
2018-03-31,MTL,0.1,-179.06,-22.97,-44.04,1.24,,0.75
2014-12-31,MXC,1.35,71.06,35.92,9.22,4.53,12.62,0.7
2015-12-31,MXC,1.51,150.91,50.01,12.27,2.89,5.78,0.65
2016-12-31,MXC,1.54,-156.20,69.62,15.49,1.31,1.88,0.66
2017-03-31,MXC,1.61,-120.29,65.13,14.75,1.17,1.8,0.63
2017-06-30,MXC,2.67,-94.22,21.54,13.03,0.41,1.92,0.38
2017-09-30,MXC,9.43,-249.26,18.21,11.64,0.53,2.89,0.13
2017-12-31,MXC,8.84,214.63,14.93,10.43,0.5,3.33,0.12
2018-03-31,MXC,16.6,167.55,13.27,10.17,0.49,3.67,0.07
2018-06-30,MXC,6.58,328.90,15.51,11.38,0.48,3.12,0.16
2018-09-30,MXC,6.18,-280.21,15.78,11.80,0.46,2.94,0.16
2018-12-31,MXC,5.02,-125.12,16.39,11.34,0.44,2.65,0.2
2019-03-31,MXC,6.23,-720.91,15.59,10.23,0.43,2.76,0.16
2019-06-30,MXC,6.36,128.18,12.78,8.69,0.46,3.62,0.15
2019-09-30,MXC,6.5,39.75,9.82,6.71,0.46,4.65,0.15
2019-12-31,MXC,5.89,25.27,4.16,3.99,0.45,10.89,0.17
2004-12-31,NET,2.37,50.09,6.92,12.04,0.63,9.05,0.1
2005-12-31,NET,1.7,17.45,2.51,9.93,0.68,27.0,0.1
2006-03-31,NET,1.72,7.69,1.09,6.54,0.7,64.28,0.11
2006-06-30,NET,1.75,-9.53,-0.55,2.65,0.66,,0.09
2006-09-30,NET,1.72,-7.12,-0.76,2.24,0.66,,0.08
2006-12-31,NET,1.6,-161.08,-19.48,-39.60,0.78,,0.09
2007-03-31,NET,1.63,-170.27,-21.20,-41.32,0.79,,0.09
2007-06-30,NET,1.46,-121.05,-13.98,-41.07,0.8,,0.09
2007-09-30,NET,1.0,-221.49,-29.63,-49.68,0.81,,0.09
2007-12-31,NET,0.98,-123.87,-15.56,-12.39,0.86,,0.17
2008-03-31,NET,1.92,-194.00,-16.97,-13.55,0.88,,0.18
2008-06-30,NET,2.56,-67.36,-5.03,-15.73,0.76,,0.1
2008-09-30,NET,1.57,102.94,7.29,-13.34,0.77,10.55,0.14
2008-12-31,NET,1.21,135.02,11.96,-8.89,0.77,6.46,0.16
2009-03-31,NET,1.27,125.71,15.16,-5.85,0.77,5.09,0.15
2009-06-30,NET,1.34,-5.06,-0.73,-3.27,0.78,,0.14
2009-09-30,NET,1.54,0.10,0.02,-1.05,0.78,4914.61,0.13
2009-12-31,NET,1.51,29.55,4.38,0.95,0.73,16.79,0.13
2010-03-31,NET,1.94,39.51,4.73,2.43,0.73,15.41,0.11
2010-06-30,NET,1.95,41.36,5.04,4.05,0.72,14.32,0.13
2010-09-30,NET,2.28,45.32,5.81,4.46,0.72,12.35,0.12
2010-12-31,NET,2.44,91.16,11.49,18.21,0.65,5.64,0.11
2011-03-31,NET,2.54,60.61,9.96,18.46,0.65,6.57,0.1
2011-06-30,NET,2.6,58.16,9.78,17.95,0.65,6.65,0.11
2011-09-30,NET,2.82,59.67,10.29,18.78,0.65,6.31,0.1
2011-12-31,NET,0.9,59.40,9.95,18.70,0.6,5.99,0.3
2012-03-31,NET,1.04,56.35,10.54,15.94,0.61,5.75,0.29
2012-06-30,NET,0.98,53.89,10.87,14.76,0.6,5.51,0.28
2012-09-30,NET,1.01,49.94,10.45,13.82,0.61,5.83,0.28
2012-12-31,NET,0.94,-16.20,-3.82,-0.99,0.66,,0.29
2013-03-31,NET,1.03,-11.57,-2.82,0.11,0.66,,0.29
2013-06-30,NET,0.78,-13.80,-3.54,0.79,0.69,,0.29
2013-09-30,NET,0.89,-12.51,-3.33,1.10,0.69,,0.26
2013-12-31,NET,0.76,8.05,2.10,4.94,0.62,29.31,0.25
2014-03-31,NET,0.91,8.38,1.99,4.74,0.61,30.77,0.24
2014-06-30,NET,0.65,39.95,2.11,4.19,0.65,30.97,0.25
2014-09-30,NET,0.75,5.18,1.22,2.57,0.65,53.57,0.25
2014-12-31,NET,1.21,27.60,7.80,9.40,0.61,7.76,0.22
2015-03-31,NET,1.45,26.13,7.36,8.76,0.61,8.22,0.2
2015-06-30,NET,0.83,15.77,8.01,8.74,0.67,8.31,0.21
2015-09-30,NET,0.74,27.56,8.59,9.90,0.66,7.71,0.27
2015-12-31,NET,0.87,0.45,0.11,1.78,0.67,613.7,0.24
2016-03-31,NET,0.86,-1.92,-0.46,1.40,0.67,,0.24
2016-06-30,NET,0.6,1.64,0.42,1.55,0.72,173.16,0.25
2016-09-30,NET,0.59,3.52,0.86,0.62,0.71,82.89,0.24
2016-12-31,NET,0.6,7.39,1.72,1.66,0.72,41.59,0.23
2017-03-31,NET,0.51,12.78,2.90,2.69,0.72,24.77,0.21
2017-06-30,NET,0.55,11.80,2.62,3.26,0.77,29.33,0.26
2017-09-30,NET,0.61,11.73,2.46,4.41,0.76,30.98,0.25
2017-12-31,NET,0.56,10.27,2.00,4.98,0.76,38.29,0.26
2018-03-31,NET,0.65,12.50,2.45,5.52,0.72,29.26,0.24
2018-06-30,NET,0.51,11.51,2.25,5.59,0.71,31.71,0.24
2018-09-30,NET,1.22,12.80,2.47,5.77,0.71,28.63,0.24
2018-12-31,NET,1.06,17.04,3.47,5.54,0.7,20.19,0.26
2019-03-31,NET,0.79,14.13,2.81,5.04,0.7,24.8,0.31
2019-06-30,NET,0.77,14.10,2.99,5.13,0.69,23.12,0.31
2019-09-30,NET,0.82,13.99,3.08,5.48,0.68,22.2,0.29
2019-12-31,NET,0.75,10.63,2.49,6.03,0.68,27.5,0.31
2020-03-31,NET,0.71,11.54,2.69,6.24,0.68,25.23,0.32
2004-12-31,OPL,1.41,27.46,15.74,20.08,0.63,3.97,0.45
2005-12-31,OPL,0.48,30.69,12.75,20.86,0.53,4.17,0.51
2006-03-31,OPL,0.39,31.53,12.24,20.20,0.5,4.1,0.45
2006-06-30,OPL,0.37,32.64,13.45,18.65,0.52,3.9,0.47
2006-09-30,OPL,0.47,28.46,11.59,17.69,0.5,4.35,0.45
2006-12-31,OPL,0.47,28.98,11.58,18.08,0.51,4.41,0.45
2007-03-31,OPL,0.55,29.71,11.61,17.70,0.5,4.27,0.42
2007-06-30,OPL,0.48,31.34,12.21,17.22,0.54,4.42,0.47
2007-09-30,OPL,0.5,32.41,11.93,17.02,0.54,4.52,0.46
2007-12-31,OPL,0.35,36.61,12.81,17.80,0.52,4.06,0.45
2008-03-31,OPL,0.4,40.89,13.21,18.57,0.49,3.7,0.42
2008-06-30,OPL,0.38,40.28,15.42,20.21,0.53,3.42,0.45
2008-09-30,OPL,0.36,40.89,14.99,20.07,0.52,3.44,0.41
2008-12-31,OPL,0.57,33.05,12.72,18.24,0.52,4.12,0.45
2009-03-31,OPL,0.63,28.19,10.45,16.62,0.5,4.8,0.42
2009-06-30,OPL,0.69,24.33,9.48,14.19,0.55,5.82,0.48
2009-09-30,OPL,0.75,21.05,7.42,12.34,0.54,7.28,0.43
2009-12-31,OPL,0.8,23.12,7.73,12.66,0.53,6.88,0.43
2010-03-31,OPL,0.63,23.74,7.35,12.16,0.52,7.12,0.42
2010-06-30,OPL,0.81,24.49,7.84,12.35,0.58,7.41,0.48
2010-09-30,OPL,0.59,2.79,0.98,5.93,0.61,62.47,0.48
2010-12-31,OPL,0.58,2.36,0.73,5.78,0.6,82.32,0.49
2011-03-31,OPL,0.73,0.23,0.07,5.14,0.6,800.78,0.48
2011-06-30,OPL,0.72,14.05,4.94,9.40,0.64,12.93,0.54
2011-09-30,OPL,0.67,37.18,12.51,16.15,0.62,4.96,0.47
2011-12-31,OPL,0.63,37.09,13.38,14.86,0.61,4.6,0.49
2012-03-31,OPL,0.54,78.61,13.59,15.32,0.6,4.43,0.43
2012-06-30,OPL,0.42,52.81,9.72,10.69,0.7,7.16,0.49
2012-09-30,OPL,0.38,52.44,8.98,11.00,0.68,7.58,0.46
2012-12-31,OPL,0.34,45.87,6.60,11.12,0.68,10.3,0.46
2013-03-31,OPL,0.36,17.16,5.32,10.15,0.68,12.69,0.45
2013-06-30,OPL,0.27,13.94,4.13,8.66,0.69,16.81,0.46
2013-09-30,OPL,0.27,12.49,3.52,7.83,0.68,19.36,0.44
2013-12-31,OPL,0.28,8.93,2.33,6.10,0.69,29.44,0.45
2014-03-31,OPL,0.32,15.43,3.75,7.41,0.67,17.88,0.43
2014-06-30,OPL,0.42,15.50,4.07,7.40,0.7,17.24,0.46
2014-09-30,OPL,0.42,13.23,3.25,6.57,0.7,21.48,0.43
2014-12-31,OPL,0.44,19.43,4.32,8.07,0.7,16.18,0.44
2015-03-31,OPL,0.41,16.04,3.47,6.92,0.69,19.9,0.43
2015-06-30,OPL,0.51,17.51,3.87,7.23,0.72,18.53,0.46
2015-09-30,OPL,0.55,16.90,3.58,6.73,0.71,19.81,0.44
2015-12-31,OPL,0.45,10.01,2.12,4.83,0.72,34.07,0.45
2016-03-31,OPL,0.54,7.23,1.50,4.62,0.72,47.82,0.51
2016-06-30,OPL,0.5,2.82,0.61,3.89,0.74,120.21,0.52
2016-09-30,OPL,0.53,-0.04,-0.01,3.27,0.73,,0.51
2016-12-31,OPL,0.58,-68.50,-17.45,-11.74,0.86,,0.56
2017-03-31,OPL,0.44,-76.52,-18.02,-12.64,0.86,,0.55
2017-06-30,OPL,0.51,-80.47,-17.36,-12.47,0.86,,0.55
2017-09-30,OPL,0.56,-86.27,-17.37,-12.59,0.85,,0.55
2017-12-31,OPL,0.54,-2.91,-0.60,2.01,0.87,,0.57
2018-03-31,OPL,0.9,-7.44,-1.43,1.36,0.83,,0.55
2018-06-30,OPL,0.63,-12.36,-2.26,0.51,0.83,,0.55
2018-09-30,OPL,0.65,-11.10,-1.64,0.94,0.82,,0.54
2018-12-31,OPL,0.67,0.55,0.10,3.11,0.82,865.5,0.55
2019-03-31,OPL,0.6,2.96,0.55,3.43,0.82,149.22,0.56
2019-06-30,OPL,0.87,5.98,1.22,3.99,0.82,67.09,0.57
2019-09-30,OPL,0.95,9.86,2.44,5.60,0.81,33.03,0.55
2019-12-31,OPL,0.85,3.28,0.86,3.65,0.82,95.11,0.57
2020-03-31,OPL,0.91,2.00,0.54,3.78,0.83,151.84,0.57
2014-12-31,PLY,1.61,42.18,691.00,16.85,107.34,15.53,0.99
2015-12-31,PLY,2.15,36.08,87.27,19.60,12.29,14.08,0.92
2016-03-31,PLY,0.83,30.80,53.84,20.89,9.77,18.15,0.89
2016-06-30,PLY,1.25,21.83,47.34,20.26,9.61,20.29,0.9
2016-09-30,PLY,1.35,33.68,55.49,20.27,6.5,11.71,0.86
2016-12-31,PLY,1.37,44.85,53.03,21.09,5.77,10.88,0.85
2017-03-31,PLY,1.47,36.37,43.61,20.44,5.69,13.06,0.87
2017-06-30,PLY,2.44,34.07,42.51,17.37,5.55,13.06,0.87
2017-09-30,PLY,1.53,29.16,-108.42,16.91,,19.96,1.04
2017-12-31,PLY,1.58,27.88,-182.17,16.60,,20.31,1.02
2018-03-31,PLY,1.54,33.46,-438.04,16.58,,15.08,1.01
2018-06-30,PLY,1.27,40.83,-114.48,20.03,,11.53,1.07
2018-09-30,PLY,1.19,33.78,-173.21,20.58,,11.48,1.05
2018-12-31,PLY,1.23,36.55,-371.37,20.04,,10.57,1.02
2019-03-31,PLY,1.41,37.38,4772.19,20.42,465.76,9.76,1.0
2019-06-30,PLY,1.32,41.21,-930.09,20.97,,9.16,1.01
2019-09-30,PLY,1.2,39.25,622.55,21.60,54.33,8.73,0.98
2019-12-31,PLY,1.48,38.88,269.47,21.30,24.49,9.09,0.96
2020-03-31,PLY,1.48,37.28,162.03,21.32,14.85,9.16,0.94
